ProfessorID,Type,Authors,Paper_Title,Year,Journal_Conference,Processed_Title,Keywords
47,Conference,"46-Jafari M, Absalan G, Tashkhourian J", Fluorescence Sensing of Doxycycline drug Using Thioglycolic Acid-Capped Telluride Quantum Dots ,,,fluorescence sensing doxycycline drug using thioglycolic acid capped telluride quantum dots,using
47,Conference,"47-Hemmateenejad B, Tashkhourian J, Bordbar M, Mobaraki N",Odor Visualization and Discrimination of Herbal Distillates Using a Colorimetric Sensor Array ,,,odor visualization discrimination herbal distillates using colorimetric sensor array,using
47,Conference,"48-Tashkhourian J, M.R. Hormozi-Nezhad M, Khodaveisi J, Dashti R",Silver nanoparticle-based colorimetric sensor for simultaneous determination of peroxyacetic acid and hydrogen peroxide ,,,silver nanoparticle based colorimetric sensor simultaneous determination peroxyacetic acid hydrogen peroxide,based
47,Conference,"49-Zafarani H, BAHROLOLOOM M, Javidi M, Shariat M, Tashkhourian J",Reduction of Chromate by Sponge Iron1 ,,,reduction chromate sponge iron1,
47,Conference,"50-Zafarani H, BAHROLOLOOM M, Javidi M, Shariat M, Tashkhourian J",Reduction of chromate by sponge iron ,,,reduction chromate sponge iron,
47,Conference,"51-Pesaran S, Shojaeifard Z, خلفي نژاد , Mohammad Karimi V, Hemmateenejad B, Tashkhourian J",A Miniaturized Low-Cost Sniffing Device Based on Chemometrics Analysis an Array of Fluorescent Carbon Quantum Dots and Metallic Nanoclusters for Early Detection of Leukemia in Adults ,,,miniaturized low cost sniffing device based chemometrics analysis array fluorescent carbon quantum dots metallic nanoclusters early detection leukemia adults,"analysis, based"
47,Conference,"52-Chaharlangi M, Tashkhourian J, Riazi M, Escrochi M, Hemmateenejad B",Source identification in crude oil samples by a couple of colorimetric paper-based E-nose and chemometrics data analysis techniques ,,,source identification crude oil samples couple colorimetric paper based e nose chemometrics data analysis techniques,"analysis, based"
47,Conference,"53-Chaharlangi M, Tashkhourian J, Hemmateenejad B", Fraud detection in olive oil by a couple of colorimetric paper-based e-nose and chemometrics data analysis techniques ,,,fraud detection olive oil couple colorimetric paper based e nose chemometrics data analysis techniques,"analysis, based"
47,Conference,"54-Khalili S, Haghighi B, Tashkhourian J",Ni-pre@Ni-MOF micro composite as a novel and high throughput electrocatalyst towards ethanol oxidation in alkaline medium ,,,ni pre ni mof micro composite novel high throughput electrocatalyst towards ethanol oxidation alkaline medium,
47,Conference,"55-Rabie S, Tashkhourian J",Design and fabrication of modified carbon paste electrode based on cobalt graphite carbon nitride for the determination of naproxen ,,,design fabrication modified carbon paste electrode based cobalt graphite carbon nitride determination naproxen,based
47,Conference,"56-Alimohammadi M, Tashkhourian J, شمسي پور",A Facile and Eco-friendly Spectroscopic Method for Simultaneous Determination of Methotrexate and Folic acid by Partial Least Squares in Biological Sample ,,,facile eco friendly spectroscopic method simultaneous determination methotrexate folic acid partial least squares biological sample,method
47,Conference,"57-Vazan M, Tashkhourian J, Haghighi B",Cu-Ceo2 nanocomposite modified carbon paste electrode as an electrochemical sensor for detection of 5-Fluorouracil anticancer drug ,,,cu ceo2 nanocomposite modified carbon paste electrode electrochemical sensor detection 5 fluorouracil anticancer drug,
47,Conference,"58-Sharifi H, Hemmateenejad B, Tashkhourian J",A nanozyme-based colorimetric sensor arrays for discrimination of anions in water samples ,,,nanozyme based colorimetric sensor arrays discrimination anions water samples,based
47,Conference,"59-Chaharlangi M, Hemmateenejad B, Tashkhourian J",Discrimination of Iranian vegetable oils by coupling of colorimetric sensor arrays and chemometrics techniques ,,,discrimination iranian vegetable oils coupling colorimetric sensor arrays chemometrics techniques,
47,Conference,"60-Hemmateenejad B, Safavi A, Tashkhourian J, هنراسا , Ahmadpour S",chemometrics-assisted resolving of net faradaic current contribution from total current in electroanaslytical methods ,,,chemometrics assisted resolving net faradaic current contribution total current electroanaslytical methods,
47,Conference,"61-شمسي پور , Tashkhourian J, Nami ana S",A new carbon paste modified electrode based ongraphene quantum dots and chitosanfor electrochemical investigationof epinephrine ,,,new carbon paste modified electrode based ongraphene quantum dots chitosanfor electrochemical investigationof epinephrine,"new, based"
47,Conference,"62-Tashkhourian J, Daneshi M",Simultaneous electrochemical determinationof tyrosine and tryptophan by mesoporous silica nanoparticles modified carbon paste electrode using H-pointstandardaddition method ,,,simultaneous electrochemical determinationof tyrosine tryptophan mesoporous silica nanoparticles modified carbon paste electrode using h pointstandardaddition method,"method, using"
47,Conference,"63-Shidaee O, Tashkhourian J",Colorimetric Detection of Iron (III) in the Boiler Water Based On Chitosan Capped Silver Nanoparticles ,,,colorimetric detection iron iii boiler water based chitosan capped silver nanoparticles,based
47,Conference,"64-AFSHARINJAD M, Tashkhourian J, Zare S",Chiral Recognition of Naproxen Enantiomers Using Starch Capped Silver Nanoparticles ,,,chiral recognition naproxen enantiomers using starch capped silver nanoparticles,using
47,Conference,"65-Tashkhourian J, Tavakolian E",Ethanol electrooxidation at zinc oxide/palladium nanoparticles-modified carbon paste electrode ,,,ethanol electrooxidation zinc oxide palladium nanoparticles modified carbon paste electrode,
47,Conference,"66-Tashkhourian J, Dehbozorgi A",Selective determination of dopamine in the presence of ascorbic and uric acids by fluorometric method using graphene quantum dots ,,,selective determination dopamine presence ascorbic uric acids fluorometric method using graphene quantum dots,"method, using"
47,Conference,"67-Tashkhourian J, Dehbozorgi A, Zare S",Fluorescence determination of warfarin using TGA-capped CdTe quantum dots ,,,fluorescence determination warfarin using tga capped cdte quantum dots,using
47,Conference,"68-Tashkhourian J, Tavakolian E","Electrochemical Simultaneous Determination of Ascorbic acid, Dopamine and Uric acid by Reduced Graphene oxide-CdSe modified Glassy Carbon Electrode ",,,electrochemical simultaneous determination ascorbic acid dopamine uric acid reduced graphene oxide cdse modified glassy carbon electrode,
47,Conference,"69-Hemmateenejad B, Tashkhourian J, Beigizade H",A Chemometrics Study on Cross Selectivity of Schiff Bases toward Different Cations ,,,chemometrics study cross selectivity schiff bases toward different cations,study
47,Conference,"70-Zafarani H, BAHROLOLOOM M, Tashkhourian J",Removal of toxic chromate ion from aqueous solutions using green walnut shells ,,,removal toxic chromate ion aqueous solutions using green walnut shells,using
47,Conference,"71-Zafarani H, BAHROLOLOOM M, نباکتپ , Tashkhourian J",Removal of toxic chromium(VI) ions from aqueous solutions using green walnut shells ,,,removal toxic chromium vi ions aqueous solutions using green walnut shells,using
47,Conference,"72-Tashkhourian J, Hemmateenejad B, Beigizade H, Hosseini-sarvari M, Razmi Z",ZnO nanoparticles and multiwalled carbon nanotubes ModifiedCarbon Paste Electrode for Determination of Naproxen ,,,zno nanoparticles multiwalled carbon nanotubes modifiedcarbon paste electrode determination naproxen,
47,Conference,"73-Daneshi M, Tashkhourian J, Nami ana S, بهبهاني , باقري",Simultaneous electrochemical determination of hydroquinone and catechol at modified carbon paste electrode Based on Au@SiO 2nanoparticle ,,,simultaneous electrochemical determination hydroquinone catechol modified carbon paste electrode based au sio 2nanoparticle,based
47,Conference,"74-Tashkhourian J, Tavakolian E",Synthesis of graphene decorated with silver nanoparticles composite and its application for electrochemical determination of paracetamol ,,,synthesis graphene decorated silver nanoparticles composite application electrochemical determination paracetamol,
47,Conference,"75-Tashkhourian J, Zare S",Ultrasonic synthesis of TGA-capped CdSe quantum dots and its application in Fluorometric determination of 4-nitrophenol ,,,ultrasonic synthesis tga capped cdse quantum dots application fluorometric determination 4 nitrophenol,
47,Conference,"76-Abbaspour A, Tashkhourian J, Ahmadpour S, Mirahmadi E",Construction of new selective coated disk electrode for Ag (I) based on Polypyrrole-carbon nanotube composite modified with new lariat ether ,,,construction new selective coated disk electrode ag based polypyrrole carbon nanotube composite modified new lariat ether,"new, based"
47,Conference,"77-Tashkhourian J, Ghaderizadeh S",Silica-Modified Carbon Paste Electrode for Determination of Pyrogallol ,,,silica modified carbon paste electrode determination pyrogallol,
47,Conference,"78-Abbaspour A, Tashkhourian J, Ahmadpour S, Shariyari M",Simple and Rapid Colorimetric Biosensor for Determination of Dopamine in Plasma by Using Scanner Spectroscopy ,,,simple rapid colorimetric biosensor determination dopamine plasma using scanner spectroscopy,using
47,Conference,"79-Akhond M, Tashkhourian J, Hooshmand S",A Simple Scanner Spectroscopy Method for Determination of Glucose by using Glucose Oxidase/CdTe Quantum Dots ,,,simple scanner spectroscopy method determination glucose using glucose oxidase cdte quantum dots,"method, using"
47,Conference,"80-Tashkhourian J, Ghaderizadeh S, Montazerzohori M",Coated Disk Nickel Selective Electrode Based on Carbon Nanotube Composite Modified with a New Schiff Base ,,,coated disk nickel selective electrode based carbon nanotube composite modified new schiff base,"new, based"
47,Conference,"81-Ghaedi M, Monatzeozhori M, Tashkhourian J, طباطبايي , نور محمدي , برهان","Preconcentration of trace of copper(II) ions using bis(3-nitrobenzylidene)1,2-ethandiimine(BCBEN on multiwalled carbon nanotubes and subsequent determination by AAS ",,,preconcentration trace copper ii ions using bis 3 nitrobenzylidene 1 2 ethandiimine bcben multiwalled carbon nanotubes subsequent determination aas,using
47,Conference,"82-قايدي , صادقيان , اميري , مراحل , Tashkhourian J, خيرمند","Kinetics, thermodynamic and equilibrium isotherms of direct yellow 12 adsorption on silver nanoparticles loaded on activated carbon ",,,kinetics thermodynamic equilibrium isotherms direct yellow 12 adsorption silver nanoparticles loaded activated carbon,
47,Conference,"83-Tashkhourian J, M.R. Hormozi-Nezhad M, Khodaveisi J",simultaneous kinetic spectrophotometric determination of levodopa and benserazide based on the surface plasmon resonance band of silver nanoparticles and artificial neural network ,,,simultaneous kinetic spectrophotometric determination levodopa benserazide based surface plasmon resonance band silver nanoparticles artificial neural network,based
47,Conference,"84-Ghaedi M, Tashkhourian J, Amiri pebdani A, Sadeghian B","Kinetics, thermodynamic and equilibrium isotherms of Reactive Oreange 12adsorption on platinum nano particle loaded on activated carbon ",,,kinetics thermodynamic equilibrium isotherms reactive oreange 12adsorption platinum nano particle loaded activated carbon,
47,Conference,"85-Ghaedia , Nejati Biyareh M, Nasiri Kokhdan S, Tashkhourian J, Montazerozohori M","Design of a copper (II) optode based on immobilization of bis (2-hydroxy-1-naphthaldehydene)-1, 2-Phenylendiamin ",,,design copper ii optode based immobilization bis 2 hydroxy 1 naphthaldehydene 1 2 phenylendiamin,based
47,Conference,"86-Ghaedi M, Sadeghian B, Amiri pebdani A, Nejati Biyareh M, Tashkhourian J, Montazerozohori M","An optical copper- selective sensor based on a newly synthesized Lignd, bis (2-hydroxy-1-naphthaldehydene)-4-nitro- 1, 2 ",,,optical copper selective sensor based newly synthesized lignd bis 2 hydroxy 1 naphthaldehydene 4 nitro 1 2,based
47,Conference,"87-Ghaedia , Amiri pebdani A, Sadeghian B, Nejati Biyareh M, Tashkhourian J, Montazerozohori M","An optical uranyl- selective sensor based on a newly synthesizedLigand, bis (2-hydroxy-1-naphthaldehydene)-1, 2 phenylendiamin ",,,optical uranyl selective sensor based newly synthesizedligand bis 2 hydroxy 1 naphthaldehydene 1 2 phenylendiamin,based
47,Conference,"88-Tashkhourian J, Nami Ana F, Hashemnia S",Electrochemical determination of tryptophan atmodified carbon pasteelectrode Based on SiO2 nanoparticle ,,,electrochemical determination tryptophan atmodified carbon pasteelectrode based sio2 nanoparticle,based
47,Conference,"89-Tashkhourian J, Ghaedia , Monatzeozhori M, طباطبايي , برهان حقيقي",Simultaneous preconcentration and determination of Co2+ and Cd2+ lead ions content using silver nanoparticle loaded on activated carbon modified by 2-(4- isopropylbenzylideneamino) thiophenol (IPBATP) flame atomic absorp ,,,simultaneous preconcentration determination co2 cd2 lead ions content using silver nanoparticle loaded activated carbon modified 2 4 isopropylbenzylideneamino thiophenol ipbatp flame atomic absorp,using
47,Conference,"90-Tashkhourian J, Ghaedia , Montazerozohori M, طباطبايي , برهان حقيقي","Preconcentration of trace of Pb2+ and Zn2+ ions using bis (4-chlorobenzylidene)-1,2-ethanediimine(BCBEN) on platinum nanoparticle loaded on activated charcoal and subsequent determination by FAAS ",,,preconcentration trace pb2 zn2 ions using bis 4 chlorobenzylidene 1 2 ethanediimine bcben platinum nanoparticle loaded activated charcoal subsequent determination faas,using
47,Conference,"91-Tashkhourian J, جوادي",desing and construction of uranyl carbon paste selective electrode based on a new schiff base ,,,desing construction uranyl carbon paste selective electrode based new schiff base,"new, based"
47,Conference,"92-Tashkhourian J, M.R. Hormozi-Nezhad M, Fotovat M",Spectrophotometric Determination of Some Hydrazine Compounds Based on the Surface Plasmon Resonance Band of Silver Nanoparticles in the Presence of Different Stabilizers ,,,spectrophotometric determination hydrazine compounds based surface plasmon resonance band silver nanoparticles presence different stabilizers,based
47,Conference,"93-Tashkhourian J, Hashemnia S, Nami Ana F",Construction of nanocomposite modified carbon paste elcrtrode based TiO2 and SiO2 nanoparticles for determination of galic acid ,,,construction nanocomposite modified carbon paste elcrtrode based tio2 sio2 nanoparticles determination galic acid,based
47,Conference,"94-Tashkhourian J, هرمزي نژاد , خداويسي , جوادي",Silver nanoparticles modified carbon nanotubes paste electrode for simultaneous determination of dopamine and ascorbic acid ,,,silver nanoparticles modified carbon nanotubes paste electrode simultaneous determination dopamine ascorbic acid,
47,Conference,"95-M.R. Hormozi-Nezhad M, Tashkhourian J, Khodaveisi J", Simultaneous Kinetic Spectrophotometic Determination of Levodopa and Benserazide based on the Surface Plasmon Resonance Band of Silver Nanoparticlea and Artificial Neural Network ,,,simultaneous kinetic spectrophotometic determination levodopa benserazide based surface plasmon resonance band silver nanoparticlea artificial neural network,based
47,Conference,"96-Tashkhourian J, شمسي پور , Hemmateenejad B",multicomponent potentiometric titration by net analyte signal calculation ,,,multicomponent potentiometric titration net analyte signal calculation,
48,Journal,"1- Bagherzadeh Jahromi F, Elhambakhsh A, Keshavarz P, Panahi F (2023/2)",Insight into the application of amino acid-functionalized MIL-101(Cr) micro fluids for high-efficiency CO2 absorption: Effect of amine number and surface area ,,,insight application amino acid functionalized mil 101 cr micro fluids high efficiency co2 absorption effect amine number surface area,
48,Journal,2- Panahi F (2022/7),pH-Responsive Gelation in Metallo-Supramolecular Polymers Based on the Protic Pyridinedicarboxamide Ligand ,,,ph responsive gelation metallo supramolecular polymers based protic pyridinedicarboxamide ligand,based
48,Journal,"3- Panahi F, Sharghi H (2022/7)","Iodine-catalyzed synthesis of benzoxazoles using catechols, ammonium acetate, and alkenes/alkynes/ketones via C–C and C–O bond cleavage ",,,iodine catalyzed synthesis benzoxazoles using catechols ammonium acetate alkenes alkynes ketones via c c c bond cleavage,using
48,Journal,4- Panahi F (2022/6),Efficient and heterogeneous transfer hydrogenation of nitroarenes using immobilized palladium nanoparticles on silica–starch substrate (PNP-SSS) ,,,efficient heterogeneous transfer hydrogenation nitroarenes using immobilized palladium nanoparticles silica starch substrate pnp sss,using
48,Journal,5- Panahi F (2022/4),"Separation of 1?Naphthol from Wastewater Using HF?Free Microwave?Assisted Synthesized MIL?101(Cr): Kinetics, Thermodynamics and Reusability Studies** ",,,separation 1 naphthol wastewater using hf free microwave assisted synthesized mil 101 cr kinetics thermodynamics reusability studies,using
48,Journal,6- Panahi F (2022/12),Aldehyde?functionalised distyrylbenzene: Photophysical properties and primary amine sensitivity evaluation in solution and solid state ,,,aldehyde functionalised distyrylbenzene photophysical properties primary amine sensitivity evaluation solution solid state,
48,Journal,"7- Eskandari M, Khaksar S, Keshavarz P, Panahi F (2022/12)",CO2 absorption using benzylamine as absorbent and promoter in a hollow fiber membrane contactor: A numerical study ,,,co2 absorption using benzylamine absorbent promoter hollow fiber membrane contactor numerical study,"study, using"
48,Journal,8- Panahi F (2022/12),New white light-emitting halochromic stilbenes with remarkable quantum yields and aggregation-induced emission ,,,new white light emitting halochromic stilbenes remarkable quantum yields aggregation induced emission,new
48,Journal,"9- Aboonajmi J, Panahi F, Sharghi H (2021/8)","One-Pot Multicomponent Coupling Reaction of Catechols, Benzyl Alcohols/Benzyl Methyl Ethers, and Ammonium Acetate toward Synthesis of Benzoxazoles ",,,one pot multicomponent coupling reaction catechols benzyl alcohols benzyl methyl ethers ammonium acetate toward synthesis benzoxazoles,
48,Journal,"10- Yousefi A, Ahrari S, Panahi F, Ghasemi Y, Yousefi R (2021/7)",Binding analysis of the curcumin-based synthetic alpha-glucosidase inhibitors to beta-lactoglobulin as potential vehicle carrier for antidiabetic drugs ,,,binding analysis curcumin based synthetic alpha glucosidase inhibitors beta lactoglobulin potential vehicle carrier antidiabetic drugs,"analysis, based"
48,Journal,"11- Panahi F, Khosravi H, Bauer F, Breit B (2021/4)",Asymmetric hydroalkylation of alkynes and allenes with imidazolidinone derivatives: ?-alkenylation of ?-amino acids ,,,asymmetric hydroalkylation alkynes allenes imidazolidinone derivatives alkenylation amino acids,
48,Journal,"12- Niknam asl E, Mahmoodi A, Panahi F, Heydari dokoohaki M, Zolghadr A, Khalafi-Nezhad A (2021/3)","Synthesis of some new distyrylbenzene derivatives using immobilized Pd on an NHC-functionalized MIL-101(Cr) catalyst: photophysical property evaluation, DFT and TD-DFT calculations ",,,synthesis new distyrylbenzene derivatives using immobilized pd nhc functionalized mil 101 cr catalyst photophysical property evaluation dft td dft calculations,"new, using"
48,Journal,"13- Niknam asl E, Panahi F, Khalafi-Nezhad A (2021/1)",Immobilized Pd on a NHC-Functionalized Metal-organic FrameworkMIL-101(Cr): An Efficient Heterogeneous Catalyst in the Heck and Copper-free Sonogashira Coupling Reactions ,,,immobilized pd nhc functionalized metal organic frameworkmil 101 cr efficient heterogeneous catalyst heck copper free sonogashira coupling reactions,
48,Journal,"14- Motamedi M, Ghodrati S, Ashtiani Abdi A, Khajeh Dangolani S, Panahi F (2021/1)","Experimental/computational assessments of steel in HCl medium containing aminocarbonitrile-incorporated polyhydroxy-functionalized pyrido[2,3-d]pyrimidine as a green corrosion inhibitor ",,,experimental computational assessments steel hcl medium containing aminocarbonitrile incorporated polyhydroxy functionalized pyrido 2 3 pyrimidine green corrosion inhibitor,
48,Journal,"15- Tavaf Z, Khajeh Dangolani S, Yousefi R, Panahi F, Shahsavani M, Khalafi-Nezhad A (2020/8)",Synthesis of new curcumin derivatives as influential antidiabetic ?-glucosidase and ?-amylase inhibitors with anti-oxidant activity ,,,synthesis new curcumin derivatives influential antidiabetic glucosidase amylase inhibitors anti oxidant activity,new
48,Journal,"16- Miri F, Gorji Kandi S, Panahi F (2020/7)",Photophysical Properties of a Donor-?-Acceptor Distyrylbenzene Derivative in Solution and Solid state ,,,photophysical properties donor acceptor distyrylbenzene derivative solution solid state,
48,Journal,"17- Khajeh dangolani S, Panahi F, Khalafi-Nezhad A (2020/5)","Synthesis of new curcumin-based aminocarbonitrile derivatives incorporating 4H-pyran and 1,4-dihydropyridine heterocycles ",,,synthesis new curcumin based aminocarbonitrile derivatives incorporating 4h pyran 1 4 dihydropyridine heterocycles,"new, based"
48,Journal,"18- Niknam asl E, Panahi F, Khalafi-Nezhad A (2020/5)",Palladium-Catalyzed Cyanation of Aryl Halides Using Formamide and Cyanuric Chloride as a New “CN” Source ,,,palladium catalyzed cyanation aryl halides using formamide cyanuric chloride new cn source,"new, using"
48,Journal,"19- Niknam asl E, Panahi F, Khalafi-Nezhad A (2020/4)",Immobilized Pd on a NHC functionalized metal–organic framework MIL?101(Cr): an efficient heterogeneous catalyst in Suzuki?Miyaura coupling reaction in water ,,,immobilized pd nhc functionalized metal organic framework mil 101 cr efficient heterogeneous catalyst suzuki miyaura coupling reaction water,
48,Journal,"20- Panahi F, Mahmoodi A, Ghodrati S, Eshghi F (2020/12)","A novel donor–?–acceptor halochromic 2,6-distyrylnaphthalene chromophore: synthesis, photophysical properties and DFT studies ",,,novel donor acceptor halochromic 2 6 distyrylnaphthalene chromophore synthesis photophysical properties dft studies,
48,Journal,"21- Hasani F, Tavaf langeroudi Z, Panahi F, Nourisefat M, Khalafi-Nezhad A, Yousefi R (2020/11)",The assessment of antidiabetic properties of novel synthetic curcumin analogues: alpha-amylase and alpha-glucosidase as the target enzymes ,,,assessment antidiabetic properties novel synthetic curcumin analogues alpha amylase alpha glucosidase target enzymes,
48,Journal,"22- Gholipour F, Rahmani M, Panahi F (2020/10)",A Novel Low?Cost Approach to Chloromethylated MIL?101(Cr) Using p ?Xylene as Starting Material ,,,novel low cost approach chloromethylated mil 101 cr using p xylene starting material,"using, approach"
48,Journal,"23- Panahi F, Haghighi F, Khalafi-Nezhad A (2020/10)",Reduction of Aldehydes with Formic acid in Ethanol using Immobilized Iridium Nanoparticles on a Triazine?phosphanimine Polymeric Organic Support ,,,reduction aldehydes formic acid ethanol using immobilized iridium nanoparticles triazine phosphanimine polymeric organic support,using
48,Journal,"24- M. Heravi M, Panahi F, Iranpoor N (2020/1)",Nickel-catalyzed reductive amidation of aryl-triazine ethers ,,,nickel catalyzed reductive amidation aryl triazine ethers,
48,Conference,"1-Tavaf langeroudi Z, Yousefi R, Khajeh dangolani S, Panahi F, Khalafi-Nezhad A",Introducing Novel Synthetic Dihydropyridine Curcumin-Based Compounds as Potential Antidiabetic Medicines ,,,introducing novel synthetic dihydropyridine curcumin based compounds potential antidiabetic medicines,based
48,Conference,"2-Tavaf langeroudi Z, Yousefi R, Khajeh dangolani S, Panahi F, Khalafi-Nezhad A",Curcumin derivatives as potential antidiabetic medicines: alpha-glucosidase and alpha-amylase as the target enzymes ,,,curcumin derivatives potential antidiabetic medicines alpha glucosidase alpha amylase target enzymes,
49,Journal,"1- Nejadzadeh A, Amini A, Amini B, Habib S (2020/3)",Z$\mathcal {Z}$-Armendariz Rings and Modules ,,,z mathcal z armendariz rings modules,
49,Journal,"2- Karparvar A, Amini B, Amini A, Habib S (2019/8)",Rings in Which Nilpotent Elements Belong to Socle ,,,rings nilpotent elements belong socle,
49,Journal,"3- Karparvar A, Amini B, Amini A, Habib S (2019/8)",Soclean Rings ,,,soclean rings,
49,Journal,"4- Beygi khormaei M, Namazi S, Habib S (2019/10)",Algebraic Structures of Constacyclic Codes Over Finite Chain Rings and Power Series Rings ,,,algebraic structures constacyclic codes finite chain rings power series rings,
49,Journal,"5- Beygi khormaei M, Namazi S, Habib S (2019/0)",Constacyclic codes of arbitrary length over F_q+uF_q+...+u^(e-1)F_q ,,,constacyclic codes arbitrary length f_q uf_q u e 1 f_q,
49,Journal,"6- Amini A, Nejadzadeh A, Amini B, Habib S (2018/10)",Rings in which Nilpotent Elements are Right Singular ,,,rings nilpotent elements right singular,
49,Journal,"7- Amini A, Amini B, Nejadzadeh A, Habib S (2018/0)",SINGULAR CLEAN RINGS ,,,singular clean rings,
49,Journal,"8- Karparvar A, Amini B, Amini A, Habib S (2017/4)",Additive decomposition of ideals ,,,additive decomposition ideals,
49,Journal,9- Habib S (2014/2),Hypertranscendental Formal Power Series Over Fields of Positive Characteristic ,,,hypertranscendental formal power series fields positive characteristic,
49,Journal,"10- Nikseresht A, Habib S (2014/10)",ON COMULTIPLIACTION AND R-MULTIPLICATION MODULES ,,,comultipliaction r multiplication modules,
49,Journal,"11- Nikseresht A, Habib S (2013/11)",Fully Primary Modules and Some Variations ,,,fully primary modules variations,
49,Journal,"12- Baziar M, Behboodi M, Habib S (2012/9)",Uniformly Classical Primary Submodules ,,,uniformly classical primary submodules,
49,Journal,"13- Shekarriz M, Haghighi M, Habib S (2012/8)",On the total graph of a finite commutative ring ,,,total graph finite commutative ring,
49,Journal,"14- اميري , Ershad-Langroodi M, Habib S (2012/0)",Cover for modules ,,,cover modules,
49,Journal,"15- Amini B, Ershad-Langroodi M, Habib S (2009/6)",CORETRACTABLE MODULES ,,,coretractable modules,
49,Journal,"16- Amini A, Ershad-Langroodi M, Habib S (2008/8)",Rings Over Which Flat Covers of Finitely Generated Modules are Projective ,,,rings flat covers finitely generated modules projective,
49,Journal,"17- Amini A, Amini B, Ershad-Langroodi M, Habib S (2007/3)",ON GENERALIZED PERFECT RINGS ,,,generalized perfect rings,
49,Journal,"18- Amini A, Amini B, Habib S (2006/6)",Prime and Primary Submodules of Certain Modules ,,,prime primary submodules certain modules,
49,Journal,"19- خاکساري , Ershad-Langroodi M, Habib S (2006/0)",Strongly Irreducible Submodules of Modules ,,,strongly irreducible submodules modules,
49,Journal,"20- Azizi A, Habib S (0/0)",On Prime Submodules ,,,prime submodules,
49,Conference,"1-Beygi khormaei M, Namazi S, Habib S",Two-Dimensional Constacyclic Codes over Finite Chain Rings ,,,two dimensional constacyclic codes finite chain rings,
49,Conference,"2-Beygi khormaei M, Namazi S, Habib S",Constacyclic Codes Over Fq+uFq+...+u^(e-1)Fq of arbitrary length ,,,constacyclic codes fq ufq u e 1 fq arbitrary length,
49,Conference,"3-Amini A, Nejadzadeh A, Amini B, Habib S",Rings in which every element can be written as a sum of a right singular element and an idempotent ,,,rings every element written sum right singular element idempotent,
49,Conference,"4-Beygi khormaei M, Namazi S, Habib S",Constacyclic Codes Over Fp+uFp ,,,constacyclic codes fp ufp,
49,Conference,"5-Habib S, Nikseresht A",Fully primary modules ,,,fully primary modules,
49,Conference,"6-Habib S, Baziar M",Forcing linearity number for modules ,,,forcing linearity number modules,
49,Conference,"7-Habib S, Baziar M",Fully k-primary modules ,,,fully k primary modules,
50,Journal,"1- Mousavi B, Askari Hemmat A, Abdollahi F (2019/7)",Wilson wavelets-based approximation method for solving nonlinear Fredholm–Hammerstein integral equations ,,,wilson wavelets based approximation method solving nonlinear fredholm hammerstein integral equations,"method, based"
50,Journal,"2- Abdollahi F, Najafi H (2018/6)",Frame graph ,,,frame graph,
50,Journal,"3- Behzadi R, Abdollahi F (2018/12)",Accelerated RHSS Iteration Method for Saddle-point Linear Systems ,,,accelerated rhss iteration method saddle point linear systems,method
50,Journal,"4- Abdollahi F, رحيمي (2017/12)",A Method for Construction of Wavelets in Hardy Space of Analytic Functions ,,,method construction wavelets hardy space analytic functions,method
50,Journal,"5- Abdollahi F, Rahimi E (2016/3)",Stability of g-frame expansions ,,,stability g frame expansions,
50,Journal,"6- Abdollahi F, رحيمي (2016/1)",G-frame representation and Invertibility of g-Bessel Multipliers ,,,g frame representation invertibility g bessel multipliers,
50,Journal,"7- Abdollahi F, Mehrangiz S, Rooientan T (2015/7)",Self-commutators of composition operators with monomial symbols on‎ ‎the Bergman space ,,,self commutators composition operators monomial symbols bergman space,
50,Journal,"8- Abdollahi F, Heydari M (2015/6)",numerical range and SOT-convergency ,,,numerical range sot convergency,
50,Journal,"9- Abdollahi F, Mehrangiz S, Rooientan T (2015/3)",Adjoint of some composition operators on the Dirichlet and Bergman‎ ,,,adjoint composition operators dirichlet bergman,
50,Journal,"10- Heydari M, Abdollahi F (2015/10)",The numerical range of finite order elliptic automorphism composition operators ,,,numerical range finite order elliptic automorphism composition operators,
50,Journal,11- Abdollahi F (2014/8),On the Numerical Ranges of a Tridiagonal Operators ,,,numerical ranges tridiagonal operators,
50,Journal,"12- Abdollahi F, Monfared pour M (2014/7)",A recursive construction of a class of finite normalized tight frames ,,,recursive construction class finite normalized tight frames,
50,Journal,"13- Abdollahi F, Monfared pour M (2014/0)",Tetris Tight Frames Construction via Hadamard Matrices ,,,tetris tight frames construction via hadamard matrices,
50,Journal,"14- Abdollahi F, رحيمي (2012/7)",Generalized Frames on Super Hilbert Spaces ,,,generalized frames super hilbert spaces,
50,Journal,"15- Abdollahi F, رحيمي (2011/10)",Some results on g-frames in Hilbert spaces ,,,results g frames hilbert spaces,
50,Journal,"16- Abdollahi F, Heydari M (2009/7)",Roots of C*-algebra elements under numerical range condition ,,,roots c algebra elements numerical range condition,
50,Journal,17- Abdollahi F (2009/5),On the self-inverse operators ,,,self inverse operators,
50,Journal,"18- Abdollahi F, Heydari M, Mousavi M (2009/11)",On numerical ranges of nilpotent elements of C*-algebras ,,,numerical ranges nilpotent elements c algebras,
50,Journal,19- Abdollahi F (2008/5),Self-commutators of Automorphic Composition Operators on the Dirichlet Space ,,,self commutators automorphic composition operators dirichlet space,
