ProfessorID,Course,Level
57,Seminar 1,Master's
57,Thesis,Master's
57,Thesis (Agricultural Climatology),Master's
57,Advanced Open Channel Hydraulics,Master's
57,Seminar,PhD
57,Dissertation,PhD
57,Dissertation,PhD
57,Dissertation,PhD
57,Dissertation,PhD
57,Dissertation,PhD
57,Dissertation,PhD
57,Pre-Comprehensive Examination,PhD
57,Comprehensive Examination,PhD
57,Associate,PhD
57,Introductory Hydraulics,PhD
57,Irrigation Structures,PhD
57,Groundwater and Pumps,PhD
57,Irrigation 2,PhD
57,Advanced Open Channel Hydraulics,Master's
57,Surface Irrigation,Master's
57,Open Channel Hydraulics,Master's
57,Surface Irrigation,Master's
57,Advanced Open Channel Hydraulics,Master's
58,Climatology and Meteorology,Bachelor's
58,Agrometeorology,Bachelor's
58,Satellite Applications in Agricultural Meteorology,Master's
58,Atmospheric Disastrous Phenomena,Master's
58,Air pollution,PhD
58,Physical meteorology,PhD
58,Technical English Language,Bachelor's
58,Climate Change Impact Assessment,Master's
58,Satellite Applications in Agricultural Meteorology,Master's
59,Fluid Mechanics,Bachelor's
59,Introductory Irrigation,Bachelor's
59,Soil Mechanics,Bachelor's
59,Hydraulics,Bachelor's
59,Design of Hydraulic Structures II,Bachelor's
59,Physical and Hydraulic Models,Master's
59,Advanced Soil Physics,Master's
59,Advanced Soil Water Plant Relationships,Master's
59,Bio Microclimatology,Master's
59,Water Balance Models in Soil-Plant Atmosphere System,PhD
59,Advanced Water Resources Engineering,PhD
59,On-Field Water Resources Management,PhD
59,New Topics in Agrometeorology,PhD
59,Crop water requirement,PhD
59,Physiology of Water and Plant Relationships,PhD
59,Advanced Soil Physics,Master's
59,Advanced Soil Water Plant Relationships,Master's
59,Advanced Soil Physics,Master's
59,Advanced Soil Physics,Master's
59,Surface Irrigation,Master's
59,Advanced Soil Water Plant Relationships,Master's
59,Bio Microclimatology,Master's
60,Water Economics in Irrigation,PhD
60,Agricultural Economics,Bachelor's
60,"Management, Accounting and Marketing",Bachelor's
60,Microeconomics 1,Bachelor's
60,Macroeconomics 1,Bachelor's
60,Research Techniques,Bachelor's
60,Accounting 1,Bachelor's
60,Special Problem,Bachelor's
60,Agricutural Project Analysis,Bachelor's
60,Econometrics,Bachelor's
60,Engineering Economics,Bachelor's
60,Training (2),Bachelor's
60,Intermediate Application Econometrics in Agricuture,Master's
60,Advanced Macroeconomics,Master's
60,Application of Linear Programming in Agriculture,Master's
60,Project Appraisal,Master's
60,Application of Mathematical Programming in Agricultural,Master's
60,Application of Mathematical Programming in Agriculture,PhD
60,Decision Marking in Agriculture,PhD
60,Water Resource Economics,PhD
60,Advanced Macroeconomics,PhD
60,Advanced Econometrics,PhD
60,Time Series Economics,PhD
61,Water Economics in Irrigation,PhD
61,Agricultural Economics,Bachelor's
61,Marketing of Agricutural Products,Bachelor's
61,Macroeconomics 1,Bachelor's
61,Macroeconomics 1,Bachelor's
61,Production Economics,Bachelor's
61,Mathematical Economics,Bachelor's
61,Farm Management,Bachelor's
61,Farm Management,Bachelor's
61,Agricutural Project Analysis,Bachelor's
61,Engineering Economics,Bachelor's
61,Industrial Economics and Management,Bachelor's
61,Marketing and Export,Bachelor's
61,Microeconomics2,Bachelor's
61,Agricultural Management,Bachelor's
61,Macroeconomics 2,Bachelor's
61,Principles of Agricultural Insurance,Bachelor's
61,Agricultural Production Economics,Bachelor's
61,Application of Computer in Agriculture,Bachelor's
61,Agricultural Business,Bachelor's
61,Economics of Water and Laud,Bachelor's
61,Mathematical Programming Applications in Agriculture and N. Resources,Bachelor's
61,Labour Economic in the Agriculture,Bachelor's
61,Management and Accounting,Bachelor's
61,Training (2),Bachelor's
61,Intermediate Agricultural Production Economics,Master's
61,Application of Mathematical Programming in Agricultural,Master's
61,Advanced Production Economics,PhD
61,Advanced Operational Research,PhD
61,General Economics,Bachelor's
61,Socio - Economic problems in Arid Regions,Master's
61,Associate,Master's
61,Farming Economy,Master's
61,Management Accounting & Marketing,Master's
61,Introductions of Agricultural & Extensions,Master's
61,Farm Management,Bachelor's
61,Associate,Bachelor's
61,Agricultural Education and Extension,Bachelor's
61,Rural Sociology,Bachelor's
61,Natural Resourcese Extension & Education,Bachelor's
61,Rural Sociology,Bachelor's
61,Natural Resources Economy,Bachelor's
61,Computer Programming,Bachelor's
61,Natural Resources Laws & Management,Bachelor's
61,Introduction of Computer,Bachelor's
61,Agricaltural Economics,Bachelor's
62,Agricultural Economics,Bachelor's
62,Mathematical Economics,Bachelor's
62,Farm Management,Bachelor's
62,Farm Management,Bachelor's
62,Agricutural Project Analysis,Bachelor's
62,Econometrics,Bachelor's
62,Engineering Economics,Bachelor's
62,Industrial Economics and Management,Bachelor's
62,Agricultural Management,Bachelor's
62,Iran’s Economy,Bachelor's
62,Application of Computer in Agriculture,Bachelor's
62,Agricultural Farm Management,Bachelor's
62,Application of Statistics in Agricultural Economics,Bachelor's
62,Management and Accounting,Bachelor's
62,Training (2),Bachelor's
62,Advanced Farm Management,Master's
62,Intermediate Application Econometrics in Agricuture,Master's
62,Price Analysis of Agricultural Products,Master's
62,Agricultural Risk Management,Master's
62,Application of Mathematical Programming in Agricultural,Master's
62,Advanced Agricaltural Farm Management,PhD
62,Agricaltural Economics,Bachelor's
63,Agricultural Economics,Bachelor's
63,Marketing of Agricutural Products,Bachelor's
63,Research Techniques,Bachelor's
63,Mathematical Economics,Bachelor's
63,Marketing and Export,Bachelor's
63,Agriculture Policy,Bachelor's
63,Mathematical Programming Applications in Agriculture and N. Resources,Bachelor's
63,Marketing of Agricutural Products and Natural Resources,Bachelor's
63,Agriculture Policy,Bachelor's
63,Training (2),Bachelor's
63,Intermediate Analysis of Agricultural & Natural Resource Policies,Master's
63,Intermediate Agricultural Supply Chain Management,Master's
63,Price Analysis of Agricultural Products,Master's
63,Advanced Agricultural Policy,PhD
63,Marketing for Medicinal and Industrial Plants,Master's
63,Agricaltural Economics,Bachelor's
64,Dynamics,Bachelor's
64,Thermodynamics,Bachelor's
64,Planting and Cultivation Machinery,Bachelor's
64,Design of Planting and Cultivation Machines,Bachelor's
64,Agricultural Machinery-Comprehensive,Bachelor's
64,Seminar,Bachelor's
64,Renewable Energy Resources,Bachelor's
64,Technical English,Bachelor's
64,Industrial Training ll,Bachelor's
64,Advanced Finite Element Method,Master's
64,Engineering Properties of Biological Materials,Master's
64,Advanced Finite Element Method,PhD
64,Drying Technology of Agricultural Products,PhD
64,Finite Element Method,Master's
64,Finite Element Method,PhD
65,Harvesting Machinery,Bachelor's
65,Dِesign of Harvesting Machines,Bachelor's
65,Hydraulic Systems in Machinery,Bachelor's
65,Agricultural Mechanization,Bachelor's
65,Agricultural Machinery-Comprehensive,Bachelor's
65,Agricultural Machinery,Bachelor's
65,Pumps and Pumping Stations,Bachelor's
65,Mechanics of Tractors,Bachelor's
65,Fundamentals of Electrictty,Bachelor's
65,Engine Technology,Bachelor's
65,"Maintenance, Service and Repair of Agricultural Machinery",Bachelor's
65,Agricultural Mechanizations ll,Bachelor's
65,Pumps and Pumping Stations,Bachelor's
65,Machine and tools shop,Bachelor's
65,Industrial Training ll,Bachelor's
65,Special Agrigultural Machinery,Bachelor's
65,َApplication of Hydraulics and Pneumatics Systems,Bachelor's
65,Power Transmission Systems in Agricultural Machinery,Bachelor's
65,Computational Fluid Dynamics,Master's
65,Intermediate Engineering Mathematics,Master's
65,Engineering Properties of Biological Materials,Master's
65,Advanced Agricultural Machinery Design,PhD
65,Drying Technology of Agricultural Products,PhD
65,Transport Phenomena in Porous Medium,PhD
66,Thermodynamics,Bachelor's
66,Design of Planting and Cultivation Machines,Bachelor's
66,Agricultural Machinery,Bachelor's
66,Measurement and Instrumentation,Bachelor's
66,Machine Elements Design ll,Bachelor's
66,Machine and tools shop,Bachelor's
66,Special Agrigultural Machinery,Bachelor's
66,Welding and Sheet Metal Workshop,Bachelor's
66,Power Transmission Systems in Agricultural Machinery,Bachelor's
66,Automatic Control Systems,Master's
66,Advanced Automatic Control Systems,PhD
66,General Dendrology,Bachelor's
66,Static and Strength of Materials,Bachelor's
66,advanced automatic control systems,PhD
67,Dynamics,Bachelor's
67,Machine Elements Design I,Bachelor's
67,Machine Elements Design ll,Bachelor's
67,Fluid Mechanics,Bachelor's
67,Computer fundamentals and programming,Bachelor's
67,Numerical Computation,Bachelor's
67,Advanced Finite Element Method,Master's
67,Applied Fluid Mechanies in Food Industry,Master's
67,Computer- Aided Design,Master's
67,Artificial Intelligence,Master's
67,Mathematical Simulation and modeling,PhD
67,Advanced Agricultural Machinery Design,PhD
67,Artificial intelligence,PhD
67,Computer- Aided Design,Master's
67,Dynamics and Vibrations Lab,Bachelor's
68,Biophysical Properties of Agricultural Products,Master's
68,Workshop,Bachelor's
68,Agricultural Mechanization,Bachelor's
68,Agricultural Machinery-Comprehensive,Bachelor's
68,Agricultural Machinery,Bachelor's
68,Animal Husbandry Machinery,Bachelor's
68,Engineering Drawing I,Bachelor's
68,Internal Combustion Engines,Bachelor's
68,Agricultural Process Engineering,Bachelor's
68,Engineering Drawing II,Bachelor's
68,Fundamentals of Agricultural Machinery Engineering,Bachelor's
68,Agricultural Mechanizations ll,Bachelor's
68,Processing Engineering of Agricultural Products,Bachelor's
68,Project Control and Management,Bachelor's
68,Analysis of Agricultural Mechanized Systems,Bachelor's
68,Storage Methods of Agricultural Materials,Bachelor's
68,Technical and Engineering Drawing,Bachelor's
68,Analysis of Mechanized Agricultural Systems,Master's
68,Design and Analysis of Engineering Experiments,Master's
68,Design and Analysis of Engineering Experiments,Master's
68,Research Methodology,Master's
68,Food Rheology,Master's
68,Engineering Properties of Biological Materials,Master's
68,Novel Topics in Advanced Agricultural Machinery ll,PhD
68,Mathematical Simulation and modeling,PhD
68,Non-destructive Tests in Agriculture,PhD
68,Engineering Properties of Biological Materials,PhD
68,Research Methodology,Master's
68,Design and Analysis of Engineering Experiments,Master's
68,Novel Topics in Advanced Agricultural Machinery 2,PhD
69,Geoindicators,PhD
69,Waste Materials and the Environment,PhD
69,Geomorphology I,Bachelor's
69,Geomorphology II,Bachelor's
69,Discussion,Bachelor's
69,Soil and Water Conservation,Bachelor's
69,Soil and Water Conservation,Bachelor's
69,Arid and Semi- arid Soils,Bachelor's
69,Arid and Semi - arid Soils,Bachelor's
69,Land Potential Evaluation,Bachelor's
69,Soil and Land Evaluation,Bachelor's
69,Watershed Management,Bachelor's
69,Water Harvesting in Arid and Semi- arid Regions,Bachelor's
69,Soil and Water Conservation Structures,Bachelor's
69,Water and Soil Pollution,Bachelor's
69,Water and Soil Pollution,Bachelor's
69,Soil Conservation,Bachelor's
69,Solid Waste Management,Bachelor's
69,Waste management,Bachelor's
69,Geomorphology of Deserts,Master's
69,Wind Erosion and Its Control,Master's
69,Waste Recycling,Master's
69,Industrail pollution,Master's
69,Environmental Pollution Monitoring,Master's
69,Wind Erosion Dust and Consequences,Master's
69,Soil Management In Arid Area and Deserts,Master's
69,Wind Erosion and Dust Storms Dynamic and its Control Structures,PhD
70,Agricultural Practices,Bachelor's
70,Agricultural Practices,Bachelor's
70,Field Training in Agriculture,Bachelor's
70,Agricultural practices,Bachelor's
70,General Agronomy,Bachelor's
70,Field Practices,Bachelor's
70,Field Practise,Bachelor's
70,Agricultural Practicum,Bachelor's
70,Field Practices,Bachelor's
70,Our Environment,Bachelor's
70,Agricultural Field Practice,Bachelor's
70,Discussion,Bachelor's
70,"Water, Soil and Plant Relationships",Bachelor's
70,Planting and Propagation of Rangeland Plants,Bachelor's
70,Planting and Propagation of Rangeland Plants,Bachelor's
70,Agroforestry,Bachelor's
70,Biological Recalmation in Arid and Semi-arid Areas,Bachelor's
70,Principles of Agroforestry,Bachelor's
70,Water Plants,Bachelor's
70,Botany 2,Bachelor's
70,Environment and Agriculture,Bachelor's
70,Environment and Sustainable Agriculture,Bachelor's
70,Research Methodology,Master's
70,Ecophysiology of Arid Regions Plants,Master's
70,Research Methodology and Data Analysis,Master's
70,Bioremediation,Master's
70,Reaserch Methodology In Natural Resources,Master's
70,"Agriculture, Desertification and Combating Desertification",PhD
71,Introduction to Software in Natural Resources,Bachelor's
71,Conservation Biology,Bachelor's
71,Discussion,Bachelor's
71,Utilization of By Production in Rangeland,Bachelor's
71,An Introduction to Natural Resources,Bachelor's
71,An Introduction to Environment,Bachelor's
71,"Protected Areas, Forest and National Parks",Bachelor's
71,Wetlands Ecology,Bachelor's
71,Marine Ecology,Bachelor's
71,Ichthyology,Bachelor's
71,Marine Ecology,Bachelor's
71,Research Methodology,Master's
71,Fisheries Products Quality Control (Advanced),Master's
71,Fisheries Product Preservation,Master's
71,Fisheries Product Preservation,Master's
71,Fisheries Products Biochemistry,Master's
71,Fisheries Products Biotechnology,Master's
71,Hygiene and Poisoning of Fisheries Products,Master's
71,Complementary Methods in Fisheries Processing,Master's
71,Research Methodology,Master's
71,Complementary Biochemistry of Fisheries Products,Master's
71,Thermal and Non - thermal Procedures in Fisheries Processing,Master's
71,Research Methodology and Data Analysis,Master's
71,Novel Technologies in Aquatic Processing,Master's
71,Reaserch Methodology In Natural Resources,Master's
71,ّFisheries industrial engieneering,PhD
71,Application of Nanotechnology in Aquatic Products,PhD
72,Vertebrate Ecology,Bachelor's
72,Principles of Wildlife Managment,Bachelor's
72,Aquaculture,Bachelor's
72,Natural Resources Understanding,Bachelor's
72,Principles of Wildlife Management,Bachelor's
72,An Introduction to Environment,Bachelor's
72,Wetlands Ecology,Bachelor's
72,Marine Ecology,Bachelor's
72,Wildlife Management and Techniques,Bachelor's
72,Aquaculture,Bachelor's
72,Principle of Environmental Science,Bachelor's
72,Ecology of Wetlands and Rivers,Bachelor's
72,Introduction to Environmental Science,Bachelor's
72,Production of Live Feed for Aquaculture,Master's
72,Live Food Production,Master's
72,Aquaculture Engineering (Advanced),Master's
72,Aquatic Plants Culture,Master's
72,Shellfish Aquaculture (Advanced),Master's
72,Fish Aquaculture (Advanced),Master's
72,Aquaculture Nutrition (Advanced),Master's
72,Aquatics Physiology,Master's
72,Aquatics Physiology,Master's
72,Aquaculture Genetics and Biotechnology,Master's
72,Fish Aquaculture (Advanced),Master's
72,Genetics and Biotechnology of Cultured Aquatics,Master's
72,Aquatics Physiology,Master's
72,Management and Restoration of Wetlands,Master's
72,Physiology of reproduction and growth in aquatic organisms,PhD
72,Marine fish culture (advanced),PhD
72,Aquatic physiology,PhD
72,Advanced methods in aquaculture,PhD
72,Principles of Environment,Bachelor's
72,Aquatic physiology,PhD
72,Advanced Methods in Aquaculture,PhD
72,Ecology of Iran,Bachelor's
73,Mechanical Vibrations,Bachelor's
73,Industrial Drawing,Bachelor's
73,Robotics,Master's
73,Medical Robotics,Master's
73,Industrial Drawing,Bachelor's
73,Engineering Drawing 1,Bachelor's
73,Dynamics,Bachelor's
73,Dynamics of Machines,Bachelor's
73,Dynamics and Vibrations Lab,Bachelor's
73,Mechanism Design,Bachelor's
73,Dynamics I,Bachelor's
73,Simulation of Dynamic Systems and Control,Bachelor's
73,Introduction to Biomechanics,Bachelor's
73,Nonlinear Dynamics and Chaos,Master's
73,Medical Robotics,Master's
73,Special Topics in Optimal Control,PhD
74,Industrial Drawing,Bachelor's
74,Welding and Sheet Metal Workshop,Bachelor's
74,Industrial Drawing,Bachelor's
74,Stability of Mechanical Systems,Master's
74,Fundamentals of Computer and Programming For Engineering Students,Bachelor's
74,Numerical Analysis,Bachelor's
74,Stability of Mechanical Systems,Master's
74,Engineering Workshop (General),Bachelor's
74,Engineering Drawing 1,Bachelor's
74,Statics,Bachelor's
74,Dynamics,Bachelor's
74,Strength of Materials 1,Bachelor's
74,Machine Elements Design I,Bachelor's
74,Machine Elements Design II,Bachelor's
74,Strength of Materials Lab,Bachelor's
74,Mechanical Vibrations,Bachelor's
74,Welding and Sheet Metal Workshop,Bachelor's
74,Dynamics I,Bachelor's
74,Advanced Vibrations,Master's
74,Continuum Mechanics I,Master's
74,Stability of Mechanical Systems,Master's
74,Modal Analysis,Master's
74,Mechanics of Nanoscopic Structures,Master's
75,Industrial Drawing,Bachelor's
75,Statics and Strength of Materials,Bachelor's
75,Non-linear Control,Master's
75,Industrial Drawing,Bachelor's
75,Numerical Analysis,Bachelor's
75,Nonlinear Control,Master's
75,Engineering Workshop (General),Bachelor's
75,Dynamics of Machines,Bachelor's
75,Mechanical Vibrations,Bachelor's
75,Automatic Control,Bachelor's
75,Numerical Methods,Bachelor's
75,Automatic Control Lab,Bachelor's
75,Advanced Dynamics,Master's
75,Advanced Automatic Control,Master's
75,Fuzzy Control,Master's
75,Nonlinear Control,Master's
75,Intelligent Systems and Control,Master's
76,Statics and Strength of Materials,Bachelor's
76,Advanced Vibrations,Master's
76,Nonlinear Vibrations,Master's
76,Industrial Drawing,Bachelor's
76,Numerical Analysis,Bachelor's
76,Engineering Mathematics,Bachelor's
76,Engineering Drawing 1,Bachelor's
76,Strength of Materials 1,Bachelor's
76,Dynamics of Machines,Bachelor's
76,Dynamics and Vibrations Lab,Bachelor's
76,Mechanical Vibrations,Bachelor's
76,Automatic Control,Bachelor's
76,Welding and Sheet Metal Workshop,Bachelor's
76,Robotics,Bachelor's
76,Automatic Control Lab,Bachelor's
76,Robotics,Bachelor's
76,Advanced Vibrations,Master's
76,Advanced Mathematics I,Master's
76,Nonlinear Vibrations,Master's
76,Adaptive Control,Master's
76,Data Analysis and Machine Learning,Master's
77,Mechanics of Materials,Bachelor's
77,Statics and Strength of Material,Bachelor's
77,Composite Materials,Master's
77,Advanced Strength of Materials,Master's
77,Theory of Plates and Shells,Master's
77,Special Topics in Composite Materials,Master's
77,General Lab.,Bachelor's
77,Engineering Drawing 1,Bachelor's
77,Statics,Bachelor's
77,Engineering Drawing 2,Bachelor's
77,Strength of Materials 1,Bachelor's
77,Machine Elements Design I,Bachelor's
77,Strength of Materials II,Bachelor's
77,B.Sc.Project,Bachelor's
77,Manufacturing Processes and Workshop,Bachelor's
77,Chassis and Body Design,Bachelor's
77,Internal Combustion Engine Design,Bachelor's
77,Industrial Training,Bachelor's
77,Strength of Materials II,Bachelor's
77,Thesis,Master's
77,Thesis,Master's
77,Thesis,Master's
77,Advanced Strength of Materials,Master's
77,Theory of Plates and Shells,Master's
77,Thesis,Master's
77,Thesis,Master's
77,Thesis,Master's
77,Proposal,Master's
77,Special Topics in Composite Materials,PhD
77,Comprehensive Exam-Preparation,PhD
77,Ph.D Thesis,PhD
77,Ph.D Thesis,PhD
77,Ph.D Thesis,PhD
77,Ph.D Thesis,PhD
77,Ph.D Thesis,PhD
77,Comprehensive Exam,PhD
77,Fracture Mechanics,PhD
78,Mechanical Installations,Bachelor's
78,Boundary Layer Theory,Master's
78,Advanced Gas Dynamics,Master's
78,Boundary Layer Theory,Master's
78,Numerical Analysis,Bachelor's
78,Statics,Bachelor's
78,Fluid Mechanics 1,Bachelor's
78,Fluid Mechanics 2,Bachelor's
78,Water Distribution Systems,Bachelor's
78,Turbomachinery,Bachelor's
78,Water Transport and Distribution Systems,Bachelor's
78,Advanced Gas Dynamics,Master's
78,Special Topics in Energy- Lattice Boltzmann Method,Master's
78,Boundary Layer Theory,Master's
79,Transport Phenomena in Biological Systems,Master's
79,Fundamentals of Computer and Programming For Engineering Students,Bachelor's
79,Statics,Bachelor's
79,Thermodynamics 1,Bachelor's
79,Thermodynamics Lab,Bachelor's
79,Heat Transfer 1,Bachelor's
79,Design of Air Conditioning systems,Bachelor's
79,Internal Combustion Engines,Bachelor's
79,Biofluid Mechanics,Bachelor's
79,Advanced heat tranfer (Convection),Master's
79,Two-Phase Flow,Master's
79,Transport Phenomena in Biological Systems,Master's
80,Advanced Gas Dynamics,Master's
80,Continuum Mechanics,Master's
80,Theory of Viscous Flow,Master's
80,Micro - Nano Fluid Dynamics,Master's
80,Power Plant Technologies,Bachelor's
80,Engineering Mathematics,Bachelor's
80,Dynamics,Bachelor's
80,Thermodynamics 1,Bachelor's
80,Fluid Mechanics 1,Bachelor's
80,Fluid Mechanics 2,Bachelor's
80,Measurement Systems,Bachelor's
80,Gas Dynamics,Bachelor's
80,Micro - Nano Fluid Dynamics,Master's
80,Kinetic Theory of Gases,Master's
80,Continuum Mechanics I,Master's
80,Supersonic Aerodynamics,Master's
80,Theory of Viscous Flow,PhD
80,Micro-Nano Fluid Dynamics,PhD
81,Nuclear Physics,Bachelor's
81,Nuclear Physics,Master's
81,Thermodynamic Methods,Master's
81,Health physics,Master's
81,Health physics,Master's
81,Advanced Nuclear Reactor Safety,Master's
81,Reactor Physics 2,Master's
81,Nuclear electronics,Master's
81,Radiation Transport calclations 1,Master's
81,Reliability and Risk Analysis,PhD
81,Fundamentals of Computer and Programming For Engineering Students,Bachelor's
81,Numerical Analysis,Bachelor's
81,Nuclear physics,Bachelor's
81,Thermo-Hydraulics Principals,Bachelor's
81,Health physics,Master's
81,Nuclear Electronics,Master's
81,Nuclear Physics Lab,Master's
81,Measurement Systems,Master's
81,Nuclear Physics,Master's
81,Radiation Transport calclations 1,Master's
81,Nuclear electronics,Master's
81,Nuclear Physics-Reactor,Master's
81,Reactor Physics II,Master's
81,Healths Physics,Master's
81,Nuclear Reactor Safety,Master's
81,Health physics,Master's
81,Nuclear Heat Transfer,Master's
81,Advanced Nuclear Reactor Safety,Master's
81,Advanced nuclear reactor dynamics,PhD
81,Reliability and Risk Analysis,PhD
82,Engineering Mathematics,Bachelor's
82,Thermo-Hydraulics Principals,Bachelor's
82,Thermodynamic Methods,Master's
82,Advance numerical Calculations,Master's
82,Applied Thermo-Hydroulics,Master's
82,Two phase flow,Master's
82,Two Phase Flow,PhD
82,Special Topics,PhD
82,Thermodynamics,Bachelor's
82,Fundamentals of Computer and Programming For Engineering Students,Bachelor's
82,Numerical Analysis,Bachelor's
82,Computer Programming For Science Students,Bachelor's
82,Principles Of Computer And Programming,Bachelor's
82,Thermo-Hydraulics Principals,Bachelor's
82,Radiations detection Dosimetry lab,Master's
82,Applied Thermo-Hydroulics,Master's
82,Fundamentals of Thermo-Hydraulics,Master's
82,Advanced Numerical Calculations,Master's
82,Two-Phase Flow,Master's
82,Nuclear Heat Transfer,Master's
82,Advanced numerical analysis,Master's
82,Two phase flow,Master's
82,Special Topics,PhD
83,Nuclear Physics,Bachelor's
83,Advanced Health physics,Master's
83,Nuclear Physics,Master's
83,Health physics,Master's
83,Ray-medical systems,Master's
83,Nuclear radiations detection 2,Master's
83,Radiation detection and dosimetry lab,Master's
83,Medical Applications of Radioisotopes,Master's
83,Ray-medical shiedding,Master's
83,Treatment Planning and Dose Calculation in Radiation Therapy,Master's
83,Radiation Dosimetry,Master's
83,Radiations detection lab,Master's
83,Radiations Spectroscopy,Master's
83,Advanced Health physics,PhD
83,Advanced topics in detection and dosimetry,PhD
83,Numerical Analysis,Bachelor's
83,Nuclear physics,Bachelor's
83,Nuclear physics lab,Bachelor's
83,Nuclear physics lab,Bachelor's
83,Ray-medical systems,Master's
83,Medical Applications of Radioisotopes,Master's
83,Radiation Dosimetry,Master's
83,Radiations detection Dosimetry lab,Master's
83,Ray-medical shiedding,Master's
83,Dose Calculation in Radiation Therapy,Master's
83,Nuclear physics,Master's
83,Health physics,Master's
83,Nuclear Physics Lab,Master's
83,Advanced Health physics,Master's
83,Health physics,Master's
83,Radio isotopes and their industril applications,Master's
83,Radiations detection lab,Master's
83,Radiations Spectroscopy,Master's
83,Nuclear radiations detection 1,Master's
83,Nuclear Physics-Reactor,Master's
83,Healths Physics,Master's
83,Advanced Radiation Detection & Dosimeters,Master's
83,Radiation detection and dosimetry lab,Master's
83,Special Topics in Medical Radiation,Master's
83,Advanced Topics in Dosimetry,PhD
83,Advanced topics in detection and dosimetry,PhD
83,Advanced Radiation Detection and Dosimetry,PhD
83,Special Topics,PhD
83,Advanced Treatment Planning,PhD
84,Introduction to Computer,Bachelor's
84,Introduction to Computer,Bachelor's
84,Computer Application,Bachelor's
84,Nuclear Physics,Master's
84,Health physics,Master's
84,Nuclear Radiations Detection,Master's
84,Radio isotopes and their industril applications,Master's
84,Treatment Planning and Dose Calculation in Radiation Therapy,Master's
84,Advanced Health physics,PhD
84,Monte-Carlo Particle Transport Method,PhD
84,Numerical Analysis,Bachelor's
84,Radiation Detection,Master's
84,Ray-medical shiedding,Master's
84,Dose Calculation in Radiation Therapy,Master's
84,Nuclear physics,Master's
84,Health physics,Master's
84,Nuclear Physics,Master's
84,Nuclear radiations detection 1,Master's
84,Radio isotopes and their industril applications,Master's
84,Nuclear radiations detection 1,Master's
84,Health physics,Master's
84,Advanced Radiation Detection & Dosimeters,Master's
84,Ray-medical shiedding,Master's
84,Treatment Planning and Dose Calculation in Radiation Therapy,Master's
84,Advanced topics in treatment methods with radiations,PhD
84,Advanced Radiation Detection and Dosimetry,PhD
85,Nuclear Physics,Bachelor's
85,Ray-medical systems,Master's
85,Nuclear Radiations Detection,Master's
85,Nuclear radiations detection 2,Master's
85,Nuclear radiations detection 1,Master's
85,Radiation detection and dosimetry lab,Master's
85,Accelerators and Their Applications,Master's
85,Fundamentals of Computer and Programming,Bachelor's
85,Ray-medical systems,Master's
85,Radiation Detection,Master's
85,Radiations detection Dosimetry lab,Master's
85,Nuclear radiations detection 1,Master's
85,Nuclear Analysis Methods,Master's
85,Radiations detection lab,Master's
85,Accelerator 1,Master's
85,Nuclear radiations detection 1,Master's
86,Seminar Research Methodology,Master's
86,Basics of artificial intelligence and rights,Master's
87,Constitutional Law 1,Bachelor's
87,Comparative Law,Bachelor's
87,Law Of Labor,Bachelor's
87,Human Rights In Islam,Bachelor's
87,Administrative rights 1,Bachelor's
87,Basic Law 2,Bachelor's
87,Basic Law3,Bachelor's
87,Low of labor,Bachelor's
87,Administrative Law 2,Bachelor's
87,Human rights in Islam,Bachelor's
87,Comparative Law,Bachelor's
87,Fundamental Of Public Law,Master's
87,Public Law In Islam,Master's
87,Comparative Administrative Law,Master's
87,Comparative Constitutional Law,Master's
87,Seminar,Master's
87,Economical Economical Law,Master's
87,Analytical Examination of Bases of the Islamic Republic of Irans System,PhD
87,Analytical Examination of philosophical and Theological Schools,PhD
87,Public Economic Law,PhD
87,Comparative Study of Political and Administrative Organs,PhD
87,Constitutional Law 1,Bachelor's
87,Constitutional Law 2,Bachelor's
87,Fundamental Of Public Law,Master's
87,Public Law In Islam,Master's
87,Comparative Administrative Law,Master's
87,Law Of Labor,Master's
87,Finance Law,Master's
87,Economical Economical Law,Master's
87,Analytical Examination of Bases of the Islamic Republic of Irans System,PhD
87,Analytical Examination of philosophical and Theological Schools,PhD
87,Public Economic Law,PhD
87,Constitutional Law 1,Bachelor's
87,Labor Law,Bachelor's
87,Comparative Law,Bachelor's
87,Human rights in islam,Bachelor's
87,Constitutional Law 3,Bachelor's
88,Constitutional Law 1,Bachelor's
88,Constitutional Law 2,Bachelor's
88,Administrative Law 1,Bachelor's
88,Administrative Law 2,Bachelor's
88,Research Work 1,Bachelor's
88,Research Work 2,Bachelor's
88,Comparative Law,Bachelor's
88,Law Of Labor,Bachelor's
88,History Of Law,Bachelor's
88,Public sector economic rights,Bachelor's
88,Administrative rights 1,Bachelor's
88,Basic Law 2,Bachelor's
88,Basic Law3,Bachelor's
88,Low of labor,Bachelor's
88,Administrative Law 2,Bachelor's
88,Comparative Law,Bachelor's
88,Legislative principles and techniques,Bachelor's
88,Fundamental Of Public Law,Master's
88,Public Law In Islam,Master's
88,Comparative Constitutional Law,Master's
88,Iran Administrative Law,Master's
88,Comparative Administrative Law,Master's
88,Finance Law,Master's
88,Administrative Contracts,Master's
88,Public Freedom,Master's
88,Elections Systems,Master's
88,Public Law Developments History In World,Master's
88,History Of Public Law In Iran,Master's
88,Administrative Contracts,Master's
88,Analytical Examination of Bases of the Islamic Republic of Irans System,PhD
88,Analytical Examination of philosophical and Theological Schools,PhD
